"topic","term","beta"
6,"assessment",7.80374777288872e-05
7,"assessment",6.06377305359542e-06
8,"assessment",8.12507133102829e-06
9,"assessment",5.46866753860599e-06
10,"assessment",9.10962258898365e-07
11,"assessment",4.52592269577188e-06
12,"assessment",2.26178903458111e-05
13,"assessment",0.00154014296429018
14,"assessment",1.68508769877319e-06
15,"assessment",2.29040426734218e-06
1,"attack",0.000425699468963876
2,"attack",0.000507215852872346
3,"attack",1.10319860142958e-05
4,"attack",9.57921300607582e-05
5,"attack",0.000109577811057279
6,"attack",9.10183240444406e-05
7,"attack",0.000215033941197149
8,"attack",0.000139816047499731
9,"attack",0.0386430237741793
10,"attack",7.49077288042099e-05
11,"attack",8.39517566419657e-05
12,"attack",0.00024989933243874
13,"attack",2.4715352747053e-05
14,"attack",9.09036040078496e-05
15,"attack",1.37325058572653e-05
1,"attorney",5.48889677585581e-05
2,"attorney",0.0047374455595078
3,"attorney",3.58096380340068e-06
4,"attorney",7.54052022964234e-06
5,"attorney",4.17976655459844e-07
6,"attorney",1.93418764521046e-07
7,"attorney",1.58814053766449e-06
8,"attorney",3.22688992746415e-05
9,"attorney",2.84345994079855e-07
10,"attorney",7.7282980678537e-07
11,"attorney",2.5778035058076e-05
12,"attorney",2.62671198868887e-06
13,"attorney",1.35564312841098e-06
14,"attorney",2.73126583001643e-06
15,"attorney",2.64813060530047e-07
1,"authority",7.32997733473036e-05
2,"authority",7.71284051088776e-06
3,"authority",4.22309746223025e-05
4,"authority",1.18495292423269e-05
5,"authority",3.85909940682387e-05
6,"authority",0.000151054436773189
7,"authority",0.000806372925964789
8,"authority",0.000153853516788745
9,"authority",2.26278263884014e-06
10,"authority",1.40300015280345e-06
11,"authority",0.00013543636454223
12,"authority",5.4588737040088e-05
13,"authority",0.000355120285803606
14,"authority",1.04575810840807e-05
15,"authority",3.93069763089789e-07
1,"authorization",0.000167766595877384
2,"authorization",4.77129399870695e-05
3,"authorization",0.00017490326230268
4,"authorization",8.22054903088953e-05
5,"authorization",0.000155868921372754
6,"authorization",1.21406192453625e-05
7,"authorization",5.54008656656378e-06
8,"authorization",0.000185929626425475
9,"authorization",0.00040726734198179
10,"authorization",0.000386526814706064
11,"authorization",0.000159630896856807
12,"authorization",2.58494588398658e-05
13,"authorization",2.18350782398717e-05
14,"authorization",0.000109202839702325
15,"authorization",5.98346346414872e-05
1,"average",4.13068476328836e-05
2,"average",8.24001208707015e-06
3,"average",5.80940387725889e-06
4,"average",0.00149306393011069
5,"average",6.02796290626457e-06
6,"average",6.34380488531426e-06
7,"average",6.2941336599058e-06
8,"average",2.06446157696141e-05
9,"average",2.64922041099767e-06
10,"average",3.55618422771621e-05
11,"average",1.27084783712459e-05
12,"average",2.24394875338853e-05
13,"average",0.00014898963123714
14,"average",1.75494818472556e-05
15,"average",1.50783569751585e-05
1,"bad",0.00152996225649957
2,"bad",0.000682287654903571
3,"bad",0.000801458905915603
4,"bad",0.000678345345988944
5,"bad",0.000114288684920059
6,"bad",2.23953615897212e-05
7,"bad",0.00132605268173824
8,"bad",6.42516846466135e-05
9,"bad",0.000269142660741691
10,"bad",0.00216358631396099
11,"bad",0.00124959901930243
12,"bad",0.0025149230090296
13,"bad",0.000463591296181526
14,"bad",0.00143977049495588
15,"bad",0.00106278754767895
1,"balart",5.05527000057417e-05
2,"balart",0.000167056521927982
3,"balart",0.00042949945258024
4,"balart",4.47481404876185e-05
5,"balart",1.61985424906609e-06
6,"balart",0.000242563957205869
7,"balart",2.70816950931663e-05
8,"balart",0.00025025549982877
9,"balart",3.76344408065751e-05
10,"balart",5.71707345196634e-05
11,"balart",0.000494032427278301
12,"balart",0.000110066204337675
13,"balart",8.39716837053214e-05
14,"balart",8.76043442952529e-05
15,"balart",9.36770096773624e-05
1,"ballot",5.53026239044037e-05
2,"ballot",2.23774915387972e-06
3,"ballot",0.000164168425360366
4,"ballot",0.000156001123270196
5,"ballot",6.51077529696322e-05
6,"ballot",9.60104279291525e-06
7,"ballot",5.30204102455719e-05
8,"ballot",0.000239434003205297
9,"ballot",6.33325702011553e-06
10,"ballot",5.04436653559103e-06
11,"ballot",8.4541683582521e-05
12,"ballot",3.33614987065289e-05
13,"ballot",0.000164233211717927
14,"ballot",5.56221773887992e-05
15,"ballot",0.000577683432508465
1,"baltimore",0.000124743030449864
2,"baltimore",0.000181129072931075
3,"baltimore",0.000193398574616279
4,"baltimore",0.00017106219307796
5,"baltimore",9.31242015370299e-05
6,"baltimore",4.64811543686977e-05
7,"baltimore",3.24048751901995e-05
8,"baltimore",6.17547011086954e-05
9,"baltimore",2.59391997798723e-05
10,"baltimore",0.00546769113318419
11,"baltimore",7.95214458081192e-05
12,"baltimore",0.000309055495818024
13,"baltimore",0.000252593366913245
14,"baltimore",4.5968793379946e-05
15,"baltimore",8.60895803207081e-05
1,"ban",3.12074675915522e-05
