"topic","term","beta"
20,"puerto",8.12828501023715e-15
21,"puerto",1.04712485454694e-14
22,"puerto",5.92155057298467e-15
23,"puerto",1.60976970444485e-15
24,"puerto",2.36219084974368e-14
25,"puerto",4.06544217764467e-15
26,"puerto",0.0060722162411985
27,"puerto",5.06727951982631e-14
28,"puerto",7.4939102391105e-15
29,"puerto",4.03795899411776e-14
30,"puerto",1.03758973498384e-14
1,"punch",1.97679772927983e-09
2,"punch",1.87548802450392e-09
3,"punch",9.6316305037996e-10
4,"punch",0.00201136270966248
5,"punch",1.16839941292886e-09
6,"punch",5.27765007149758e-10
7,"punch",1.08744647102056e-08
8,"punch",2.23290692769216e-10
9,"punch",8.64738806614513e-10
10,"punch",4.74657686065113e-10
11,"punch",7.12603689112022e-11
12,"punch",2.76277055729665e-10
13,"punch",1.36530748579023e-09
14,"punch",1.54834629911547e-09
15,"punch",4.75867915087586e-10
16,"punch",7.44208469532865e-09
17,"punch",2.87063222944031e-09
18,"punch",1.96633938013149e-09
19,"punch",1.07954231459411e-10
20,"punch",9.20567882248707e-10
21,"punch",5.88759738841927e-11
22,"punch",1.15251470438429e-10
23,"punch",1.12341429759321e-09
24,"punch",6.80777777108444e-10
25,"punch",1.59652010236041e-11
26,"punch",9.1586514047596e-11
27,"punch",2.53251152567099e-10
28,"punch",5.39605907355695e-10
29,"punch",1.24024246523962e-09
30,"punch",6.64722879150329e-11
1,"putin",1.81633564407554e-07
2,"putin",9.61790312501417e-07
3,"putin",3.22310307034655e-06
4,"putin",2.98503388966134e-06
5,"putin",9.05355629358325e-06
6,"putin",2.57165579243439e-06
7,"putin",7.22624486409001e-06
8,"putin",2.17621113266004e-05
9,"putin",4.40584342822184e-07
10,"putin",2.46019482605004e-07
11,"putin",1.93687946108676e-06
12,"putin",2.26813218762497e-07
13,"putin",1.47197917199357e-05
14,"putin",1.03249968196042e-05
15,"putin",2.75228818962906e-07
16,"putin",0.0476378117344475
17,"putin",3.53207395176174e-07
18,"putin",4.19179825539232e-07
19,"putin",1.46850292817652e-06
20,"putin",7.53077176116869e-08
21,"putin",9.62276786154217e-06
22,"putin",3.0979710860355e-08
23,"putin",2.21237072192055e-06
24,"putin",1.16888686069611e-06
25,"putin",9.95939823561483e-08
26,"putin",9.0517372974639e-07
27,"putin",1.89690754563191e-06
28,"putin",3.62895534638309e-07
29,"putin",1.1496442063599e-06
30,"putin",3.04863375203539e-06
1,"qaeda",2.13815455550946e-07
2,"qaeda",4.57612370461246e-07
3,"qaeda",7.67529236432663e-08
4,"qaeda",2.59223673221706e-06
5,"qaeda",4.5157831265008e-06
6,"qaeda",0.000529183777240358
7,"qaeda",2.52284974071272e-06
8,"qaeda",4.88816092519227e-07
9,"qaeda",0.000101006767831388
10,"qaeda",5.77550303442704e-07
11,"qaeda",2.95749984229947e-06
12,"qaeda",1.90692021519401e-08
13,"qaeda",1.84131036518052e-07
14,"qaeda",7.30826816491843e-05
15,"qaeda",7.22602825771738e-07
16,"qaeda",4.46546358758946e-07
17,"qaeda",3.1448664333647e-07
18,"qaeda",1.42563799628877e-06
19,"qaeda",1.75034004099771e-07
20,"qaeda",7.5291892602516e-08
21,"qaeda",6.08471952808521e-06
22,"qaeda",2.29588862033335e-08
23,"qaeda",2.02967428378268e-06
24,"qaeda",0.000230731905542202
25,"qaeda",1.22280296603917e-08
26,"qaeda",1.42986860884716e-09
27,"qaeda",2.47152486120163e-07
28,"qaeda",0.00705690467715592
29,"qaeda",8.09018537549871e-07
30,"qaeda",8.37119512252503e-06
1,"question",0.00636282606597925
2,"question",0.00192580685124485
3,"question",0.0209886654563264
4,"question",0.00476575201264617
5,"question",0.00105323875430593
6,"question",0.00130315209276811
7,"question",0.00235050573401006
8,"question",0.000331247510427754
9,"question",0.00862365601646829
10,"question",0.000382981944231171
11,"question",0.0167145340892136
12,"question",0.00253595648873118
13,"question",0.00197763517831981
14,"question",0.0158455176333941
15,"question",0.0174486148526744
16,"question",0.00347514950620752
17,"question",0.000915695706540225
18,"question",0.0195536170966047
19,"question",0.0147536932162713
20,"question",0.015083419739913
21,"question",0.0132505627281406
22,"question",0.00226997143377885
23,"question",0.0117823038535718
24,"question",2.61744673128364e-05
25,"question",0.000184617970073014
26,"question",0.000161090660527751
27,"question",0.0206736751310599
28,"question",0.00273353295142477
29,"question",0.00790357987201936
30,"question",0.0294171451892546
1,"quote",1.43389039756105e-06
2,"quote",0.00169009078603639
3,"quote",6.04445115426501e-11
4,"quote",8.71340591487059e-11
5,"quote",2.68223585713818e-11
6,"quote",5.42129908358669e-11
7,"quote",2.54417199813772e-11
8,"quote",7.84374439780586e-11
9,"quote",1.92189192308088e-10
10,"quote",9.20303869683588e-10
11,"quote",6.77275382671765e-11
12,"quote",5.52911225622391e-11
13,"quote",1.86292187725716e-10
14,"quote",1.38041356586804e-09
15,"quote",6.05799747993158e-09
16,"quote",2.72267228643104e-10
17,"quote",2.16689461960089e-11
18,"quote",4.55251459202634e-13
19,"quote",1.60193768198955e-11
20,"quote",1.6437463969271e-10
21,"quote",1.03933109959092e-10
22,"quote",1.5229939843514e-11
23,"quote",1.28016742965726e-10
24,"quote",3.26006946536155e-11
25,"quote",8.18748945695006e-13
26,"quote",2.24013806944921e-12
27,"quote",9.86596545802506e-12
28,"quote",9.18779289755307e-11
29,"quote",4.3230674891554e-12
30,"quote",2.91350217726827e-10
1,"race",8.95540883170006e-06
2,"race",0.0560478347983794
3,"race",0.000538684952820833
4,"race",0.00412257830573304
5,"race",0.0058707206704169
6,"race",0.000954720833501547
7,"race",0.00159134046647014
8,"race",0.000206019795339911
9,"race",0.000435190745487732
10,"race",0.00167031800085058
11,"race",0.000259817495587843
12,"race",0.00119083370458043
13,"race",0.000314175324528693
14,"race",0.000124772348349377
15,"race",0.000402741142374989
16,"race",0.000301588260093366
17,"race",0.000224503882519089
18,"race",0.000878951005996514
19,"race",0.000841298942861489
20,"race",0.000807701623239759
21,"race",0.00155759304612954
22,"race",0.000162088098820462
23,"race",0.00178378174887389
24,"race",8.48328300892564e-05
25,"race",1.09457964106644e-05
26,"race",1.40958599417146e-05
27,"race",2.1170968444662e-05
28,"race",4.29404571229219e-05
29,"race",3.3122687202769e-05
30,"race",0.000158024720913416
1,"rachel",1.32119109057602e-08
2,"rachel",2.08097491217287e-07
3,"rachel",2.62973519506229e-07
4,"rachel",1.42439302223265e-07
5,"rachel",6.02548527766332e-07
6,"rachel",9.31711220389314e-08
7,"rachel",4.41104386620934e-08
8,"rachel",5.10400992926382e-08
9,"rachel",1.77034402758545e-07
10,"rachel",7.71801651572838e-08
11,"rachel",1.3945539063096e-09
12,"rachel",9.88266797736408e-08
13,"rachel",5.88511578081455e-08
14,"rachel",4.21155463843617e-08
15,"rachel",1.42113988895651e-07
16,"rachel",1.81379045930194e-08
17,"rachel",2.53293154818719e-08
18,"rachel",0.00269631819179501
19,"rachel",1.15735841064123e-08
20,"rachel",1.36968397613845e-08
21,"rachel",2.73191994766052e-08
22,"rachel",1.47999078631153e-08
23,"rachel",2.52251573621646e-07
24,"rachel",7.26299903672545e-09
25,"rachel",2.84573665270124e-09
26,"rachel",2.9447362201566e-07
27,"rachel",1.26376104825071e-07
28,"rachel",1.18103611225572e-07
29,"rachel",8.7864320209157e-07
30,"rachel",4.6168285746558e-08
1,"racial",2.14591992698505e-12
2,"racial",2.48201926702788e-11
3,"racial",1.73128694465996e-10
4,"racial",0.00301708110303883
5,"racial",5.86051817641205e-10
6,"racial",6.53772961374391e-10
7,"racial",2.34927588247028e-11
8,"racial",2.21654658800538e-11
9,"racial",6.87928335080412e-11
10,"racial",1.86126335021733e-10
11,"racial",3.22102582459592e-11
12,"racial",1.10745882689576e-10
13,"racial",5.02017970723057e-10
14,"racial",5.77800912659763e-11
15,"racial",9.61465214813629e-12
16,"racial",3.54059609459664e-11
17,"racial",7.00464327015143e-11
18,"racial",4.53537951942758e-10
19,"racial",7.78350538376566e-09
20,"racial",8.57717124292993e-12
21,"racial",1.04774391632149e-09
22,"racial",1.24213745343772e-11
23,"racial",1.90557957126464e-09
24,"racial",2.463239652569e-09
25,"racial",7.81258245205869e-12
26,"racial",4.15548412771731e-12
27,"racial",6.36247921344126e-10
28,"racial",6.22982719873861e-09
29,"racial",3.5977929895318e-11
30,"racial",1.07123561023277e-10
1,"racist",3.45496663370474e-08
2,"racist",1.96782984773859e-08
3,"racist",2.95929849460224e-07
4,"racist",4.8980489097966e-09
5,"racist",6.1738712503694e-09
6,"racist",2.38534776967922e-08
7,"racist",1.88079130570996e-08
8,"racist",1.30517260617325e-07
9,"racist",7.38319002951741e-09
10,"racist",3.91347559513815e-08
11,"racist",0.00464064317124682
12,"racist",4.64591051547796e-10
13,"racist",1.52128172160458e-05
14,"racist",3.09989087311352e-08
15,"racist",5.03755602606566e-10
16,"racist",2.68897155133618e-07
17,"racist",3.46536669689167e-09
18,"racist",2.61565526601995e-08
19,"racist",3.9935112626921e-09
20,"racist",4.91228416341098e-08
21,"racist",1.16942148056862e-08
22,"racist",7.13857408439602e-09
23,"racist",4.5157274790263e-08
24,"racist",4.79986376302694e-08
25,"racist",3.20572475698732e-10
26,"racist",1.06996555711106e-10
27,"racist",1.0952595065021e-08
28,"racist",5.78107870862436e-08
29,"racist",4.92064388608203e-09
30,"racist",7.78398515928575e-08
1,"radical",3.35066422487056e-06
2,"radical",5.16882965198734e-05
3,"radical",0.000171084658432141
4,"radical",5.89403809253426e-05
5,"radical",1.57050619991411e-05
6,"radical",4.74473172684515e-05
7,"radical",0.000938481954271337
8,"radical",1.11576530487564e-05
9,"radical",4.20946262395728e-05
10,"radical",8.64537952452911e-05
11,"radical",8.02967639655658e-05
12,"radical",1.76390457203243e-05
13,"radical",2.75650097861212e-05
14,"radical",7.34919206350604e-05
15,"radical",9.73746916284149e-06
16,"radical",1.76058688821447e-06
17,"radical",0.000192053085570629
18,"radical",7.34411619299349e-06
19,"radical",3.35582917207969e-05
20,"radical",9.11994876489442e-05
21,"radical",3.79863095960419e-05
22,"radical",1.68737174790982e-05
23,"radical",1.79636798393833e-05
24,"radical",0.000404503345561392
25,"radical",4.75827226750279e-05
26,"radical",3.14281488021224e-05
27,"radical",0.000274294906184463
28,"radical",9.48872630995845e-05
29,"radical",0.000737264825818526
30,"radical",6.3818754508104e-05
1,"raise",1.02181567799878e-08
2,"raise",6.94006634339078e-11
3,"raise",6.51808009595112e-10
4,"raise",8.14662098238426e-10
5,"raise",5.6086861251626e-11
6,"raise",9.29747489367138e-11
7,"raise",2.84321591412942e-10
8,"raise",3.56967527748119e-10
9,"raise",0.00438923384121425
10,"raise",3.02911257061269e-10
11,"raise",3.85232259402499e-10
12,"raise",1.98221889763829e-11
13,"raise",1.42320869505637e-10
14,"raise",3.72924246799533e-10
15,"raise",5.67823505507303e-09
16,"raise",5.38973550947852e-09
17,"raise",1.28955745484634e-09
18,"raise",6.45140862104844e-09
19,"raise",1.23497182621182e-09
20,"raise",3.20151721060548e-11
21,"raise",8.49551205572982e-11
22,"raise",2.74832943753112e-09
23,"raise",1.71552796429175e-09
24,"raise",4.14614482633272e-10
25,"raise",1.44208227564791e-11
26,"raise",1.1093010855176e-10
27,"raise",6.5271383826803e-10
28,"raise",1.85118871586252e-09
29,"raise",4.16601847514564e-10
30,"raise",3.05362204383962e-10
1,"rally",1.59971775348302e-06
2,"rally",1.22899438112137e-06
3,"rally",5.47745566701326e-07
4,"rally",0.00401034183642925
5,"rally",1.05659630872389e-07
6,"rally",8.61102441117782e-08
7,"rally",1.62907712699212e-07
8,"rally",2.4862833948048e-08
9,"rally",6.33084232332929e-08
10,"rally",1.64169305926315e-07
11,"rally",2.65521002442855e-07
12,"rally",1.33422091011234e-08
13,"rally",4.76617675330973e-08
14,"rally",3.04901166604449e-08
15,"rally",4.30057525699213e-07
16,"rally",3.2079081089681e-06
17,"rally",9.25962663896827e-07
18,"rally",2.87621470861411e-07
19,"rally",3.58740154911993e-07
20,"rally",1.02035900946741e-06
21,"rally",7.03098340999061e-08
22,"rally",4.74395696416877e-07
23,"rally",4.59078599846602e-07
24,"rally",8.50016272195757e-09
25,"rally",1.34742884265588e-08
26,"rally",1.80797451328619e-08
27,"rally",1.73044365460613e-07
28,"rally",1.57257529861842e-07
29,"rally",1.34177295408142e-07
30,"rally",3.65160139549866e-07
1,"rand",1.49790281084226e-09
2,"rand",3.61766510796828e-08
3,"rand",2.53307235345011e-08
4,"rand",3.25415589134963e-09
5,"rand",0.0127612739508645
6,"rand",2.76380886045484e-10
7,"rand",5.05843845113525e-10
8,"rand",5.16183714397487e-10
9,"rand",2.40021991168411e-08
10,"rand",4.82218024277196e-10
11,"rand",3.48483069861085e-08
12,"rand",9.47182846362715e-08
13,"rand",3.20046744229726e-09
14,"rand",7.51785326673908e-08
15,"rand",4.70788426975969e-08
16,"rand",8.01096288132671e-09
17,"rand",4.85687858496182e-09
18,"rand",6.35503049792917e-08
19,"rand",8.1743192005323e-10
20,"rand",1.9387385493819e-08
21,"rand",8.78845672524265e-07
22,"rand",5.93212654945121e-09
23,"rand",1.45589730166899e-08
24,"rand",2.08254109365799e-08
25,"rand",1.68927795551287e-08
26,"rand",1.44677779070775e-09
27,"rand",6.26572060278297e-09
28,"rand",3.95924460230762e-08
29,"rand",4.87707664023809e-07
30,"rand",1.13237510562859e-08
1,"rate",3.75176451124001e-09
2,"rate",3.71977082572473e-08
3,"rate",2.26854021077285e-08
4,"rate",2.38090334043606e-07
5,"rate",2.35451954456435e-07
6,"rate",5.40904062610588e-08
7,"rate",2.43513513696906e-08
8,"rate",2.11684210771283e-08
9,"rate",0.0107975677914423
10,"rate",8.1903669192049e-08
11,"rate",4.59866182474577e-08
12,"rate",4.56280409630116e-07
13,"rate",2.64463166075386e-08
14,"rate",1.71051871704799e-07
15,"rate",1.29391701926388e-07
16,"rate",1.96472826175219e-08
17,"rate",5.05686553990606e-08
18,"rate",7.33930098818158e-08
19,"rate",1.23899403388376e-08
20,"rate",8.91390157282102e-07
21,"rate",4.3427304428445e-08
22,"rate",4.1627195509131e-08
23,"rate",7.49627289948316e-07
24,"rate",5.25526035744114e-09
25,"rate",5.0622428374188e-10
26,"rate",2.78286691132154e-06
27,"rate",1.47346978561313e-07
28,"rate",1.78285940871713e-07
29,"rate",4.49131504085557e-08
30,"rate",3.32801000008871e-08
1,"rawlings",2.60190031139973e-05
2,"rawlings",3.44136696499696e-05
3,"rawlings",3.15106428930076e-06
4,"rawlings",2.93803221551737e-05
5,"rawlings",4.66932972679422e-05
6,"rawlings",5.20783621293215e-05
7,"rawlings",0.00303630129293511
8,"rawlings",1.02795898487804e-05
9,"rawlings",5.77566150985743e-05
10,"rawlings",0.000130346031626924
11,"rawlings",1.14606995628631e-06
12,"rawlings",1.08390084794982e-05
13,"rawlings",3.42026634474923e-05
14,"rawlings",0.000154006492390008
15,"rawlings",3.06317344552752e-05
16,"rawlings",3.51220598827963e-06
17,"rawlings",2.00676111532024e-05
18,"rawlings",4.42755401263994e-05
19,"rawlings",4.17484437441512e-05
20,"rawlings",0.000276519706115266
21,"rawlings",0.000432000004042177
22,"rawlings",0.000135131048900729
23,"rawlings",9.68445344903781e-05
24,"rawlings",3.86074547562917e-05
25,"rawlings",1.28526632428935e-06
26,"rawlings",8.54328016433271e-05
27,"rawlings",0.000144064990744689
28,"rawlings",1.30553843759206e-06
29,"rawlings",7.69506759020995e-06
30,"rawlings",4.80081247607881e-05
1,"reagan",4.70184567960506e-08
2,"reagan",2.23704772885844e-07
3,"reagan",7.24364564458397e-09
4,"reagan",6.05255587465929e-07
5,"reagan",2.55382941415949e-08
6,"reagan",5.02880690891482e-07
7,"reagan",4.03725396024008e-07
8,"reagan",1.81085894202307e-07
9,"reagan",1.45817629999985e-07
10,"reagan",3.59972073181414e-07
11,"reagan",6.7969788494568e-08
12,"reagan",8.05518875428902e-09
13,"reagan",1.09132267278459e-09
14,"reagan",1.03115892377916e-07
15,"reagan",1.79090108923393e-08
16,"reagan",2.43101749361805e-07
17,"reagan",3.90170762669297e-08
18,"reagan",3.90994985516304e-07
19,"reagan",5.23996924652946e-08
20,"reagan",1.97701227010726e-07
21,"reagan",5.51716181400541e-06
22,"reagan",4.80365418515793e-08
23,"reagan",7.84508337421246e-07
24,"reagan",3.37062567206372e-08
25,"reagan",0.00223610599134175
26,"reagan",3.36857181247875e-08
27,"reagan",6.06800969742501e-07
28,"reagan",4.73751079856867e-07
29,"reagan",3.35867808449102e-08
30,"reagan",2.89990190705334e-08
1,"real",2.19207013251406e-06
2,"real",7.21942072364265e-06
3,"real",3.60843011713081e-07
4,"real",8.23358118872396e-07
5,"real",1.48190234462633e-07
6,"real",8.90917036058447e-07
7,"real",1.81827779698222e-07
8,"real",5.32296617762133e-08
9,"real",3.87437085546984e-07
10,"real",3.30697568642026e-07
11,"real",6.44541560677819e-08
12,"real",8.60323268622315e-08
13,"real",3.94554461042896e-08
14,"real",1.70098244068564e-06
15,"real",2.87548326308351e-07
16,"real",2.11788901810116e-06
17,"real",1.64818514961159e-07
18,"real",3.48932852126234e-07
19,"real",5.69537714548995e-07
20,"real",5.72732926958848e-07
21,"real",7.90865810817026e-07
22,"real",1.62719989617855e-06
23,"real",4.89714215171609e-07
24,"real",2.36332767923846e-08
25,"real",1.54865098259446e-08
26,"real",0.00381299704216608
27,"real",2.59970244823355e-07
28,"real",1.07075086707172e-06
29,"real",2.55474208994616e-08
30,"real",3.89326433954905e-07
1,"reason",2.58972098476723e-06
2,"reason",0.000946756894134989
3,"reason",0.000114905081273592
4,"reason",4.40708012754298e-06
5,"reason",4.70408078700938e-06
6,"reason",0.000476377662593819
7,"reason",1.32136039169094e-05
8,"reason",1.21444293634043e-05
9,"reason",3.65940688771231e-06
10,"reason",3.24698817540904e-05
11,"reason",2.80325483954861e-05
12,"reason",6.09272551214638e-06
13,"reason",8.02702313269405e-05
14,"reason",7.98423439098698e-05
15,"reason",3.41672474762028e-07
16,"reason",5.8303936079191e-05
17,"reason",0.000356865898651741
18,"reason",1.37013854237846e-05
19,"reason",0.000372069467061037
20,"reason",8.86451169489911e-06
21,"reason",6.27837947028876e-05
22,"reason",3.34442935918969e-05
23,"reason",8.83598801520624e-06
24,"reason",7.28756786282434e-05
25,"reason",0.000496904981610646
26,"reason",2.30011250202557e-07
27,"reason",2.32358991003349e-06
28,"reason",7.17627627875705e-06
29,"reason",7.38487898163883e-06
30,"reason",3.46974931463862e-05
1,"record",1.72688298629516e-10
2,"record",2.30887364921854e-09
3,"record",4.99773390349731e-09
4,"record",1.36645754860869e-10
5,"record",0.00268604330480895
6,"record",4.75673442138609e-10
7,"record",2.66282964649092e-10
8,"record",2.62639943692513e-09
9,"record",4.63234060338611e-09
10,"record",6.73095798857319e-10
11,"record",2.34451990194861e-09
12,"record",5.07071406569392e-09
13,"record",6.44051965827465e-09
14,"record",2.30447602090312e-09
15,"record",8.73366951491399e-10
16,"record",2.14161709779762e-09
17,"record",6.18881202714421e-09
18,"record",6.55311790584871e-10
19,"record",6.80248925030401e-11
20,"record",1.56391419011518e-08
21,"record",1.75762411842135e-10
22,"record",3.32174118538729e-10
23,"record",6.82933197508844e-10
24,"record",1.54388074678189e-09
25,"record",6.45690652705794e-13
26,"record",3.01851518976739e-10
27,"record",8.42530065178056e-07
28,"record",3.80580246396776e-09
29,"record",8.05025526192228e-10
30,"record",4.23745959148331e-08
1,"reed",3.68016235889117e-11
2,"reed",3.50222058927761e-12
3,"reed",7.19628259567896e-12
4,"reed",9.29324265548318e-11
5,"reed",7.38839320870398e-12
6,"reed",4.25280336913186e-11
7,"reed",8.65961941721658e-11
8,"reed",1.06307770645031e-11
9,"reed",3.73362882118615e-10
10,"reed",1.67154275947912e-10
11,"reed",9.34023834535648e-11
12,"reed",4.19909738559109e-11
13,"reed",6.33102922790111e-11
14,"reed",9.89256340765436e-11
15,"reed",2.21914285128307e-11
16,"reed",0.00132597918568395
17,"reed",1.90126556624839e-10
18,"reed",4.62922770270861e-11
19,"reed",1.63170160864373e-12
20,"reed",1.16090976577016e-11
21,"reed",1.11591307219414e-11
22,"reed",1.4187055782788e-10
23,"reed",1.80609580009756e-10
24,"reed",7.32760618230512e-12
25,"reed",3.40955314564462e-09
26,"reed",3.02256949100835e-12
27,"reed",1.32077346261718e-10
28,"reed",1.31646012260163e-10
29,"reed",2.80262940056388e-12
30,"reed",7.77423798353482e-10
1,"reform",3.5727022177172e-11
2,"reform",1.28038518373141e-10
3,"reform",9.80333596248062e-11
4,"reform",9.03886716408655e-11
5,"reform",1.91804825019422e-10
6,"reform",8.47388226053734e-11
7,"reform",8.94708012536656e-11
8,"reform",1.58637649557546e-10
9,"reform",0.0199205568824961
10,"reform",4.48724248417554e-10
11,"reform",1.93463202849826e-10
12,"reform",2.7271665684729e-10
13,"reform",7.15500264330748e-11
14,"reform",2.93844928036791e-10
15,"reform",7.19833213364071e-11
16,"reform",1.95150768330773e-11
17,"reform",3.93362452857061e-10
18,"reform",3.46569586032203e-10
19,"reform",3.59215412701374e-10
20,"reform",4.95237700928333e-10
21,"reform",6.64773297848482e-11
22,"reform",3.22271555332939e-10
23,"reform",2.36970939245976e-11
24,"reform",1.47195116176684e-12
25,"reform",1.02045996362852e-11
26,"reform",2.05030449867418e-11
27,"reform",3.52107723555881e-11
28,"reform",2.41999413964596e-10
29,"reform",3.50157356858405e-10
30,"reform",1.59637722830822e-10
1,"refugee",6.0081931961446e-09
2,"refugee",2.37315923275945e-07
3,"refugee",4.35956403684671e-06
4,"refugee",1.80670804280646e-07
5,"refugee",2.91043349929572e-06
6,"refugee",2.29042899655637e-05
7,"refugee",2.98543795577256e-07
8,"refugee",1.19827765369943e-06
9,"refugee",9.72266672655754e-06
10,"refugee",1.51758808394896e-06
11,"refugee",1.14957873571556e-07
12,"refugee",5.04743935128789e-07
13,"refugee",5.43361076695338e-07
14,"refugee",1.18049997171056e-05
15,"refugee",1.06671680848302e-06
16,"refugee",5.23822888270902e-07
17,"refugee",1.60836396182013e-06
18,"refugee",2.28692117822444e-06
19,"refugee",6.3919446541702e-06
20,"refugee",6.0056794367458e-08
21,"refugee",2.4461055805676e-07
22,"refugee",1.67749995231547e-07
23,"refugee",2.32870781628812e-07
24,"refugee",1.03190893100561e-05
25,"refugee",3.71835931372151e-08
26,"refugee",7.870653410887e-07
27,"refugee",0.0134187182696676
28,"refugee",4.82537532950158e-09
29,"refugee",1.26223412348465e-06
30,"refugee",1.18566206949198e-07
1,"regime",4.9676846938745e-12
2,"regime",1.75984694546261e-11
3,"regime",1.64740168557389e-10
4,"regime",4.30177141826413e-12
5,"regime",3.16720422917501e-11
6,"regime",9.43823520771361e-12
7,"regime",1.20408009284834e-09
8,"regime",6.7084477539711e-12
9,"regime",4.70264787583834e-13
10,"regime",7.34628697001518e-12
11,"regime",2.08834428217101e-11
12,"regime",6.00607878143419e-12
13,"regime",2.81751102221413e-11
14,"regime",0.00439386295984802
15,"regime",5.53223987296558e-11
16,"regime",8.05440606742135e-13
17,"regime",8.46817900943996e-12
18,"regime",1.15360303037655e-11
19,"regime",1.5483238733554e-12
20,"regime",1.31572514565035e-10
21,"regime",2.76438577299932e-11
22,"regime",1.38983194937276e-11
23,"regime",2.33583103804842e-11
24,"regime",3.75013584011785e-11
25,"regime",1.11749209158771e-10
26,"regime",1.3753093440868e-12
27,"regime",6.58042959365409e-11
28,"regime",1.00972719500643e-11
29,"regime",2.34363689107326e-10
30,"regime",3.99503760714651e-11
1,"register",8.03549452799233e-16
2,"register",4.5961658386665e-14
3,"register",3.27326720484208e-15
4,"register",5.93571098085558e-15
5,"register",0.00369461064311958
6,"register",2.72950458984298e-15
7,"register",3.97397781688428e-14
8,"register",3.1755157706433e-15
9,"register",5.83601057894923e-15
10,"register",1.10795729354051e-14
11,"register",1.0406139282928e-15
12,"register",7.14014521039204e-15
13,"register",6.5182632567484e-16
14,"register",1.63084494083946e-14
15,"register",3.34814016574257e-14
16,"register",1.02752154291433e-14
17,"register",1.74942761131042e-15
18,"register",3.94232911264431e-15
19,"register",1.51610934577564e-15
20,"register",1.47084145766553e-15
21,"register",5.39914871856279e-15
22,"register",1.08140710508568e-14
23,"register",6.68525179171377e-15
24,"register",2.33267487331028e-16
25,"register",1.50200624060388e-17
26,"register",5.27376477919555e-15
27,"register",2.41445053515941e-14
28,"register",9.83525349423141e-16
29,"register",2.75105720458642e-16
30,"register",1.04827139357884e-14
1,"registration",1.1759146835495e-09
2,"registration",5.68823217696012e-09
3,"registration",5.61137018150534e-11
4,"registration",7.50379896708464e-11
5,"registration",3.8854587127767e-10
6,"registration",2.93494754875338e-10
7,"registration",6.49530531020999e-11
8,"registration",1.30946705473859e-08
9,"registration",1.42424043341466e-10
10,"registration",1.09416027428548e-09
11,"registration",1.1625039058854e-10
12,"registration",1.47337698967126e-09
13,"registration",9.96532940330595e-10
14,"registration",7.76261051915138e-11
15,"registration",0.00370630258545635
16,"registration",1.16189870805358e-09
17,"registration",1.79516694392517e-10
18,"registration",4.25784295834595e-10
19,"registration",5.28578144021934e-11
20,"registration",2.83659827991675e-10
21,"registration",1.52235337913137e-10
22,"registration",8.77386524568709e-11
23,"registration",7.4541982983351e-10
24,"registration",2.20235180131167e-10
25,"registration",5.73998202912267e-12
26,"registration",3.20804352477183e-11
27,"registration",6.78529988319677e-11
28,"registration",2.28348005292266e-10
29,"registration",6.28849867463835e-08
30,"registration",1.15230316396150e-10
1,"reid",1.68869432230759e-06
2,"reid",2.45574540379371e-07
3,"reid",8.26090855379278e-06
4,"reid",4.12420660325416e-06
5,"reid",0.000177856404399711
6,"reid",2.20293394906996e-06
7,"reid",1.00020095461626e-06
8,"reid",3.72477131755382e-06
9,"reid",3.78225134862054e-07
10,"reid",4.68661644222873e-06
11,"reid",1.14857218752108e-06
12,"reid",4.45948106789209e-07
13,"reid",1.76972279028788e-06
14,"reid",1.30593754099492e-06
15,"reid",3.7510532075084e-06
16,"reid",9.83674408915993e-07
17,"reid",1.97615488072299e-06
18,"reid",2.2154376947202e-06
19,"reid",8.76799844080637e-07
20,"reid",2.11752442531568e-06
21,"reid",1.98788923779794e-06
22,"reid",0.0172716478716968
23,"reid",5.66605084865204e-07
24,"reid",4.88677020454664e-07
25,"reid",1.01907449330894e-07
26,"reid",4.01255721766456e-09
27,"reid",3.42174249391747e-08
28,"reid",4.68884811877918e-06
29,"reid",1.71766423491791e-06
30,"reid",1.88229923836526e-05
1,"reince",1.25160948895763e-06
2,"reince",1.35876002578678e-06
3,"reince",1.48624100971528e-06
4,"reince",2.05180317223586e-06
5,"reince",8.64790249277651e-07
6,"reince",1.82091496629991e-06
7,"reince",4.25746793411694e-06
8,"reince",0.000148856869281576
9,"reince",1.48871628157069e-07
10,"reince",3.10723314137056e-07
11,"reince",1.32223223188137e-07
12,"reince",1.87622194063451e-07
13,"reince",2.92453724743409e-07
14,"reince",1.45718952103253e-06
15,"reince",1.8081910459438e-06
16,"reince",6.92123533326667e-06
17,"reince",7.42638925362426e-07
18,"reince",6.51098338416449e-07
19,"reince",4.67056771109618e-06
20,"reince",1.28496242555292e-06
21,"reince",8.48963396611893e-06
22,"reince",1.18831253433591e-06
23,"reince",7.16407242438654e-06
24,"reince",0.000117166352552881
25,"reince",3.1736057872088e-09
26,"reince",1.30303259285038e-09
27,"reince",5.22864472582798e-06
28,"reince",7.6689356536765e-07
29,"reince",2.2057733424083e-06
30,"reince",0.00643730794777325
1,"relationship",2.19158067792547e-07
2,"relationship",3.3147856967692e-07
3,"relationship",1.90013316827594e-07
4,"relationship",2.13742942870452e-07
5,"relationship",5.33056141649746e-07
6,"relationship",9.66276366672559e-07
7,"relationship",5.28735713891557e-07
8,"relationship",7.93070028945771e-07
9,"relationship",1.21869337049904e-06
